GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
 "30020","Lawton, OK (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",3736121,3854835,4146743,4333424,4262069,4439655,4512043,4669665,4815877,5037561,4916278,4704754,4768256,4709719,4846102,4800782,4702919,4667070,4646852,4553842
 "30020","Lawton, OK (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",79.412,81.935,88.139,92.107,90.591,94.365,95.904,99.254,102.362,107.074,104.496,100.000,101.350,100.106,103.004,102.041,99.961,99.199,98.769,96.792
 "30020","Lawton, OK (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",2851903,3029661,3341584,3562316,3598237,3898131,4084065,4320565,4581886,4854386,4823640,4704754,4867465,4897178,5155425,5162044,5122832,5200783,5301419,5308623
 "30140","Lebanon, PA (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",3926771,4042022,4264188,4491260,4547538,4637657,4792509,4785568,4769014,4949988,5056192,5173899,5134673,5273449,5365728,5268718,5436604,5609912,5646467,5551749
 "30140","Lebanon, PA (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",75.896,78.123,82.417,86.806,87.894,89.636,92.629,92.494,92.174,95.672,97.725,100.000,99.242,101.924,103.708,101.833,105.077,108.427,109.134,107.303
 "30140","Lebanon, PA (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",2949471,3087944,3337747,3644961,3810740,4006540,4290131,4386433,4503696,4717778,4932690,5173899,5231983,5455411,5623193,5537799,5805131,6133832,6281818,6232525
 "30300","Lewiston, ID-WA (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",2044910,2073787,2102135,2154227,2193140,2205774,2217546,2291402,2247005,2340630,2294737,2266289,2335593,2330771,2388705,2472869,2445244,2429808,2525823,2502943
 "30300","Lewiston, ID-WA (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",90.232,91.506,92.757,95.055,96.772,97.330,97.849,101.108,99.149,103.280,101.255,100.000,103.058,102.845,105.402,109.115,107.896,107.215,111.452,110.442
 "30300","Lewiston, ID-WA (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",1557966,1608132,1665842,1771027,1851574,1923505,2006102,2114167,2129337,2245287,2241742,2266289,2393843,2432289,2550659,2675200,2683829,2731075,2906415,2939792
 "30340","Lewiston-Auburn, ME (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",3455053,3717752,3834321,3924543,3923131,3980837,4107040,4169430,4003212,3946847,3905083,4032657,3952046,4000070,4071771,4132657,4096528,4245859,4336828,4305584
 "30340","Lewiston-Auburn, ME (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",85.677,92.191,95.082,97.319,97.284,98.715,101.845,103.392,99.270,97.872,96.836,100.000,98.001,99.192,100.970,102.480,101.584,105.287,107.543,106.768
 "30340","Lewiston-Auburn, ME (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",2692531,2948591,3101439,3274301,3362332,3524866,3749462,3877941,3786188,3784803,3810991,4032657,4039334,4157106,4308155,4422887,4452753,4707626,4916913,4993212
 "30460","Lexington-Fayette, KY (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",19383609,20302840,20759826,21549237,22626878,23548359,23780654,23241340,21515174,22342798,22651329,23094466,23964501,24602637,25441023,26005363,26281542,26880771,27214334,26014623
 "30460","Lexington-Fayette, KY (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",83.932,87.912,89.891,93.309,97.975,101.965,102.971,100.636,93.162,96.745,98.081,100.000,103.767,106.530,110.161,112.604,113.800,116.395,117.839,112.644
 "30460","Lexington-Fayette, KY (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",16453567,17319666,17910875,18925314,20120073,21207179,21973301,21678302,20791120,21643090,22122461,23094466,24482311,25534395,26971391,27802545,28494868,29558417,30569070,29785109
 "30620","Lima, OH (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",5716160,5921612,5817182,5950696,5985655,6117198,6042698,6061516,7495687,7821572,7930715,7278543,6917091,7597121,7366230,7660353,7499383,7559936,7609990,7480381
 "30620","Lima, OH (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",78.534,81.357,79.922,81.757,82.237,84.044,83.021,83.279,102.983,107.461,108.960,100.000,95.034,104.377,101.205,105.246,103.034,103.866,104.554,102.773
 "30620","Lima, OH (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",3909054,4061370,4072421,4249070,4409493,4634693,4722764,4784970,5824829,6542347,7551781,7278543,6918518,7683301,7599845,7799298,7912038,8295714,8345964,8116399
 "30700","Lincoln, NE (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",13323301,13377267,13875173,14117411,14764428,15112067,15377936,14808721,14439822,14866705,14897298,15090768,15332419,15912408,16475104,16662821,17527329,17939702,18191361,17966337
 "30700","Lincoln, NE (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",88.288,88.645,91.945,93.550,97.837,100.141,101.903,98.131,95.686,98.515,98.718,100.000,101.601,105.445,109.173,110.417,116.146,118.879,120.546,119.055
 "30700","Lincoln, NE (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",10334056,10598411,11192074,11690256,12566557,13250041,13856735,13636043,13625556,14174599,14504609,15090768,15695078,16617041,17626969,18084567,19239523,20147779,20875274,21155138
 "30780","Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",26490203,27334055,28655310,29717617,31492313,32437313,33337237,32718843,31771724,31689423,32282615,32311203,32379914,32616901,33180888,33306168,33049061,33569975,33956768,33189898
 "30780","Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",81.985,84.596,88.685,91.973,97.466,100.390,103.175,101.262,98.330,98.076,99.912,100.000,100.213,100.946,102.692,103.079,102.284,103.896,105.093,102.719
 "30780","Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",21127393,22176286,23638040,25155730,27321971,28935167,30555154,30495560,30290845,30505900,31577130,32311203,33082627,33955330,35149792,35710070,35967511,37406052,38675428,38581063
 "30860","Logan, UT-ID (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",2943823,2939947,3121376,3284283,3340667,3447180,3654491,3857397,3934917,4256918,4397238,4272398,4331147,4479259,4642167,4802507,5070928,5372824,5596408,5687648
 "30860","Logan, UT-ID (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",68.903,68.813,73.059,76.872,78.192,80.685,85.537,90.286,92.101,99.638,102.922,100.000,101.375,104.842,108.655,112.408,118.690,125.757,130.990,133.125
 "30860","Logan, UT-ID (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",2330525,2371281,2561673,2758982,2861697,3027876,3304977,3546091,3737569,4059727,4275126,4272398,4423924,4652156,4930994,5170844,5521528,5936085,6331766,6598103
 "30980","Longview, TX (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",12560974,13002191,12854323,13148183,13967612,15162632,16549234,17559898,18452899,17225783,16407171,16420432,16263974,16192338,15461414,14690808,14836919,15334822,15368834,14506241
 "30980","Longview, TX (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",76.496,79.183,78.282,80.072,85.062,92.340,100.784,106.939,112.378,104.905,99.919,100.000,99.047,98.611,94.160,89.467,90.356,93.389,93.596,88.343
 "30980","Longview, TX (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",8820818,8873806,9669138,10470126,12304310,13778813,15576270,18349017,16732512,16575589,16475897,16420432,16703029,16870703,14926438,14065495,14729448,15724302,15722081,14440759
 "31020","Longview, WA (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",3309959,3213134,3333816,3401300,3562845,3680022,3901563,3807045,3733246,4031578,3934844,4025771,4077757,4064329,4140878,4196289,4176237,4360515,4585917,4467111
 "31020","Longview, WA (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",82.219,79.814,82.812,84.488,88.501,91.412,96.915,94.567,92.734,100.144,97.741,100.000,101.291,100.958,102.859,104.236,103.738,108.315,113.914,110.963
 "31020","Longview, WA (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",2547859,2513267,2643509,2770997,2997127,3218585,3514544,3511875,3546375,3890871,3852198,4025771,4200069,4295307,4476505,4598806,4669450,4990755,5372610,5316825
 "31080","Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",632418122,645850342,673626654,696494112,717803297,746822614,754276301,762205246,729623220,750123901,759138833,770616431,784820979,803961056,835964143,851204042,882493826,907655767,934771367,880234370
 "31080","Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",82.067,83.810,87.414,90.381,93.147,96.912,97.880,98.909,94.680,97.341,98.511,100.000,101.843,104.327,108.480,110.458,114.518,117.783,121.302,114.225
 "31080","Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",518030432,536607733,567065251,600418066,634786051,677313077,701510899,718064396,694677520,721432807,742349632,770616431,799688139,833317955,882307124,910277065,957632371,1006224798,1055570390,1007037066
 "31140","Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",51067663,51297847,52761925,54549180,56364340,58303368,58534020,57245393,54115420,56593077,57468218,59621843,59761524,60415603,61676474,62684865,63207670,64210107,65449137,63665502
 "31140","Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",85.653,86.039,88.494,91.492,94.536,97.789,98.175,96.014,90.764,94.920,96.388,100.000,100.234,101.331,103.446,105.137,106.014,107.696,109.774,106.782
 "31140","Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",40727265,41591524,43430231,45945518,48632298,51569674,53107260,52835030,51607251,54377527,55927923,59621843,60987375,62952642,66091111,68139857,69441450,71927092,74921053,74308945
 "31180","Lubbock, TX (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",9289350,9514367,9759644,9970172,10390836,10773299,10860866,10761960,10738437,11242493,11007792,11516859,12015029,11927494,12271840,12461540,12560044,12899094,13159547,12953781
 "31180","Lubbock, TX (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",80.659,82.613,84.742,86.570,90.223,93.544,94.304,93.445,93.241,97.618,95.580,100.000,104.326,103.566,106.555,108.203,109.058,112.002,114.263,112.477
 "31180","Lubbock, TX (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",7260389,7560235,7951554,8376987,8929504,9504724,9928042,10081602,10121066,10801953,10813064,11516859,12319196,12446749,12877801,13245665,13577322,14294725,14918116,15008301
 "31340","Lynchburg, VA (Metropolitan Statistical Area) *", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",8325528,8506608,8911068,9084279,9176384,9468103,9335908,9435030,9253234,9692740,9491892,9227027,9227544,9129370,9149930,9041847,9141853,9584219,9561795,9030057
 "31340","Lynchburg, VA (Metropolitan Statistical Area) *", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",90.230,92.192,96.576,98.453,99.451,102.613,101.180,102.254,100.284,105.047,102.871,100.000,100.006,98.942,99.164,97.993,99.077,103.871,103.628,97.865
 "31340","Lynchburg, VA (Metropolitan Statistical Area) *", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",6562789,6820159,7206853,7500241,7810665,8294172,8403673,8680309,8882342,9327399,9222520,9227027,9440614,9521541,9815789,9872855,10086730,10767947,11018549,10662302
 "31420","Macon-Bibb County, GA (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",10088100,10035445,9833979,10082671,10008943,9882342,9689049,9790526,9424825,9476557,9652487,9739766,9707686,9769791,9863992,9771111,9815654,9981884,9807003,9180467
 "31420","Macon-Bibb County, GA (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",103.576,103.036,100.967,103.521,102.764,101.464,99.479,100.521,96.766,97.298,99.104,100.000,99.671,100.308,101.275,100.322,100.779,102.486,100.690,94.258
 "31420","Macon-Bibb County, GA (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",7835715,7949853,7956110,8369916,8589437,8821958,8898232,9132281,9090238,9214147,9510437,9739766,9950055,10272188,10569831,10578124,10791512,11227234,11272999,10792896
 "31460","Madera, CA (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",3296292,3686064,3806442,4334990,4637784,4819111,4813208,4737574,4204961,4883226,4901149,5077248,5136705,5519576,5226294,5765929,6012170,5988270,6194111,6240917
 "31460","Madera, CA (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",64.923,72.600,74.971,85.381,91.344,94.916,94.800,93.310,82.820,96.179,96.532,100.000,101.171,108.712,102.936,113.564,118.414,117.943,121.997,122.919
 "31460","Madera, CA (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",2438059,2769731,2934935,3500921,3727856,3962572,4235263,4239524,3816899,4522761,4787309,5077248,5281242,5652522,5250370,5701986,6106412,6143266,6457150,6544075
 "31540","Madison, WI (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",29518841,30557273,31659741,33222238,34800941,35225652,36067351,35471422,35013939,36051673,37030511,38003390,38615206,40243647,41699757,43031938,43217503,44897716,46165475,44966871
 "31540","Madison, WI (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",77.674,80.407,83.308,87.419,91.573,92.691,94.906,93.338,92.134,94.864,97.440,100.000,101.610,105.895,109.726,113.232,113.720,118.141,121.477,118.323
 "31540","Madison, WI (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",23400524,24659613,26026838,28056834,30110366,31306597,32974162,32934198,33400595,34676460,36229177,38003390,39448074,41861966,44225541,46100273,46743780,49404449,51773831,51475512
 "31700","Manchester-Nashua, NH (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",17377797,18040133,19453986,20340833,20666747,21327311,21544905,21521666,21165532,21369036,21924393,22063529,22309581,22759172,23442473,23914203,23943316,24742059,25201608,25171675
 "31700","Manchester-Nashua, NH (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",78.763,81.764,88.173,92.192,93.669,96.663,97.649,97.544,95.930,96.852,99.369,100.000,101.115,103.153,106.250,108.388,108.520,112.140,114.223,114.087
 "31700","Manchester-Nashua, NH (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",15011403,15773399,17049953,18068797,18729559,19719377,20289739,20412501,20441133,20700987,21498023,22063529,22721608,23594215,24745776,25501829,25855874,27206451,28298242,28848611
 "31740","Manhattan, KS (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",4671340,4711116,4903952,5130608,5292187,5756933,6216484,6515777,6470931,6824479,7088438,7032511,6813430,6589001,6631530,6485591,6435285,6399463,6189362,6132489
 "31740","Manhattan, KS (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",66.425,66.991,69.733,72.956,75.253,81.862,88.396,92.652,92.015,97.042,100.795,100.000,96.885,93.693,94.298,92.223,91.508,90.998,88.011,87.202
 "31740","Manhattan, KS (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",3499215,3610292,3875054,4174253,4457689,5050286,5626056,6035734,6194417,6608060,6983695,7032511,6967655,6918258,7115903,7023865,7077235,7208294,7148709,7248547
 "31860","Mankato, MN (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",3721567,3895347,3870126,4135312,4313159,4634135,4535547,4577265,4374815,4623888,4691669,4912303,5001651,5152281,5217185,5143765,5232510,5276063,5228137,5117927
 "31860","Mankato, MN (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",75.760,79.298,78.784,84.183,87.803,94.337,92.330,93.180,89.058,94.129,95.509,100.000,101.819,104.885,106.207,104.712,106.518,107.405,106.429,104.186
 "31860","Mankato, MN (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",2968899,3143727,3179615,3496229,3689052,4052436,4126339,4224441,4090250,4383485,4576002,4912303,5106364,5314385,5453885,5433168,5603381,5740137,5827629,5821746
 "31900","Mansfield, OH (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",4494324,4693163,4706738,4913415,5009693,4921350,4702391,4546334,3863743,4085917,4215150,4283524,4196362,4304665,4238706,4187219,4203503,4291477,4260557,4123753
 "31900","Mansfield, OH (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",104.921,109.563,109.880,114.705,116.953,114.890,109.779,106.135,90.200,95.387,98.404,100.000,97.965,100.494,98.954,97.752,98.132,100.186,99.464,96.270
 "31900","Mansfield, OH (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",3884933,4087073,4122004,4358613,4500703,4483601,4372915,4244142,3683208,3935649,4129438,4283524,4266037,4458041,4464258,4454728,4556038,4756629,4814760,4721110
 "32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",14475705,15421267,15726811,15879052,16284906,17026984,17722075,17383996,17290862,17181174,17451114,17703722,18374773,18594017,18782537,18828192,19028886,19468939,19944793,19817948
 "32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",81.766,87.107,88.833,89.693,91.986,96.177,100.104,98.194,97.668,97.048,98.573,100.000,103.790,105.029,106.094,106.352,107.485,109.971,112.659,111.942
 "32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",10276710,10825059,12003813,12780584,14016969,15089485,16335722,17146581,16056458,16507784,17150636,17703722,18837927,19423945,19667959,19931394,20512218,21488323,22529550,22908324
 "32780","Medford, OR (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",6047433,6379643,6730996,6989138,7194057,7320909,7338182,7273212,6861055,6985848,6894602,6738472,7051292,7157747,7434748,7719838,8077825,8211096,8350110,8072936
 "32780","Medford, OR (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",89.745,94.675,99.889,103.720,106.761,108.643,108.900,107.936,101.819,103.671,102.317,100.000,104.642,106.222,110.333,114.564,119.876,121.854,123.917,119.804
 "32780","Medford, OR (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",4735995,5098890,5492339,5889071,6235975,6534800,6744076,6793737,6556905,6737940,6731120,6738472,7224937,7502118,7977278,8433310,8959807,9296625,9666326,9592783
 "32820","Memphis, TN-MS-AR (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",61987256,62878144,63999330,65168929,66548687,67639723,66304252,64932343,62054077,62157933,62671829,64480995,65114039,64748787,65978181,66456140,66849042,66908658,67106093,65803718
 "32820","Memphis, TN-MS-AR (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",96.133,97.514,99.253,101.067,103.207,104.899,102.828,100.700,96.236,96.397,97.194,100.000,100.982,100.415,102.322,103.063,103.672,103.765,104.071,102.051
 "32820","Memphis, TN-MS-AR (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",47722839,49200019,50890640,53215815,56019157,58863378,59640208,59626149,58529889,59305203,60973737,64480995,66583719,67511594,70560893,71983580,73509737,75275028,77380149,77274523
 "32900","Merced, CA (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",5919851,6243835,6773718,7387247,7706492,7547300,8411584,7401381,7113678,7257104,7459433,7302553,7569363,8309865,8436760,8462554,9012107,8994225,9119281,9099866
 "32900","Merced, CA (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",81.066,85.502,92.758,101.160,105.531,103.352,115.187,101.353,97.414,99.378,102.148,100.000,103.654,113.794,115.532,115.885,123.410,123.165,124.878,124.612
 "32900","Merced, CA (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",4322610,4622374,5164502,5932061,6122186,6105805,7316341,6579466,6360030,6651218,7248138,7302553,7765833,8504657,8496332,8414205,9156662,9207334,9512032,9635342
 "33100","Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",227290316,236275343,245314921,258885362,273957084,281129810,282649013,270625653,252920898,260032300,260331085,261234789,268003153,276766564,288627740,297645491,309345486,320363110,326363865,311361739
 "33100","Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",87.006,90.446,93.906,99.101,104.870,107.616,108.197,103.595,96.817,99.540,99.654,100.000,102.591,105.946,110.486,113.938,118.417,122.634,124.931,119.188
 "33100","Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",179376593,190252192,201324051,218381456,237504830,251490254,260453363,253256139,241248183,250416440,254429721,261234789,273768947,288657230,308286885,322562832,340554337,360229870,376603207,365051489
 "33140","Michigan City-La Porte, IN (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",3917513,3907504,3939633,4095766,4058179,4075954,4112181,4116874,3766803,3908867,3881255,3871097,3923573,3987651,3820022,3859572,3815132,3974845,3850567,3805458
 "33140","Michigan City-La Porte, IN (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",101.199,100.940,101.770,105.804,104.833,105.292,106.228,106.349,97.306,100.976,100.262,100.000,101.356,103.011,98.681,99.702,98.554,102.680,99.470,98.304
 "33140","Michigan City-La Porte, IN (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",2986625,3019553,3098668,3321248,3408300,3540616,3681546,3749761,3471542,3671752,3788488,3871097,3975461,4113569,3988452,4006596,4065973,4376163,4276544,4204186
 "33220","Midland, MI (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",4662263,4801784,4546896,4796108,4313440,4328291,4368028,4196750,3964805,4096430,4166751,4277914,4188762,4758775,5142466,4823605,4937903,5031139,4747069,4597719
 "33220","Midland, MI (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",108.984,112.246,106.288,112.113,100.830,101.178,102.106,98.103,92.681,95.758,97.401,100.000,97.916,111.241,120.210,112.756,115.428,117.607,110.967,107.476
 "33220","Midland, MI (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",3454674,3597840,3475760,3773966,3507350,3661566,3819352,3784385,3753481,3883680,4067297,4277914,4274769,4945024,5512570,5221368,5438824,5648792,5405461,5264143
 "33260","Midland, TX (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",6831843,6950138,6676179,7012442,7392786,8661490,9552696,10574582,11378086,12454083,14540649,18277138,19033859,20619871,23013146,23855555,28272861,34358487,41765943,36850391
 "33260","Midland, TX (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",37.379,38.026,36.527,38.367,40.448,47.390,52.266,57.857,62.253,68.140,79.556,100.000,104.140,112.818,125.912,130.521,154.690,187.986,228.515,201.620
 "33260","Midland, TX (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",4612968,4508598,4970605,5617797,6692652,8091220,9320231,11648744,9817921,12053148,15187368,18277138,19724365,21226724,17457939,16975437,23215660,31784033,33276504,21823909
